Product_Id,Material_Id,Date_Id,Total_Emissions,TS
9,4,1364,83.48,2025-09-21 13:27:44.049
8,4,614,21.37,2025-09-21 13:27:44.049
2,3,154,73.34,2025-09-21 13:27:44.049
7,1,1150,80.54,2025-09-21 13:27:44.049
9,4,549,5.27,2025-09-21 13:27:44.049
11,2,1680,11.61,2025-09-21 13:27:44.049
6,1,726,44.07,2025-09-21 13:27:44.049
10,1,275,22.87,2025-09-21 13:27:44.049
10,3,1815,88.18,2025-09-21 13:27:44.049
10,4,606,72.25,2025-09-21 13:27:44.049
11,2,1295,71.59,2025-09-21 13:27:44.049
4,4,65,77.22,2025-09-21 13:27:44.049
1,3,88,33.74,2025-09-21 13:27:44.049
12,3,1826,23.63,2025-09-21 13:27:44.049
1,3,1383,63.01,2025-09-21 13:27:44.049
11,4,1608,42.03,2025-09-21 13:27:44.049
3,1,97,93.74,2025-09-21 13:27:44.049
9,4,498,64.6,2025-09-21 13:27:44.049
11,1,1107,39.3,2025-09-21 13:27:44.049
9,2,990,85.66,2025-09-21 13:27:44.049
3,4,80,38.7,2025-09-21 13:27:44.049
10,3,925,18.65,2025-09-21 13:27:44.049
7,3,1429,78.38,2025-09-21 13:27:44.049
6,2,859,47.75,2025-09-21 13:27:44.049
7,3,1233,26.69,2025-09-21 13:27:44.049
7,2,775,69.55,2025-09-21 13:27:44.049
7,4,423,98.07,2025-09-21 13:27:44.049
4,4,1433,25.38,2025-09-21 13:27:44.049
9,2,254,79.23,2025-09-21 13:27:44.049
3,1,903,76.47,2025-09-21 13:27:44.049
2,4,1722,12.88,2025-09-21 13:27:44.049
5,2,754,84.05,2025-09-21 13:27:44.049
9,1,1366,46.71,2025-09-21 13:27:44.049
2,4,106,13.45,2025-09-21 13:27:44.049
7,3,677,54.1,2025-09-21 13:27:44.049
10,1,234,30.35,2025-09-21 13:27:44.049
6,4,64,18.4,2025-09-21 13:27:44.049
2,4,1129,8.84,2025-09-21 13:27:44.049
3,2,724,20.69,2025-09-21 13:27:44.049
5,4,1541,43.53,2025-09-21 13:27:44.049
11,2,765,64.54,2025-09-21 13:27:44.049
8,4,635,9.65,2025-09-21 13:27:44.049
7,4,1532,71.86,2025-09-21 13:27:44.049
12,4,1792,11.07,2025-09-21 13:27:44.049
5,1,976,18.38,2025-09-21 13:27:44.049
6,2,1648,71.62,2025-09-21 13:27:44.049
11,1,1525,88.64,2025-09-21 13:27:44.049
9,4,40,98.33,2025-09-21 13:27:44.049
11,3,191,65.64,2025-09-21 13:27:44.049
4,2,1110,48.3,2025-09-21 13:27:44.049
12,2,1794,9.69,2025-09-21 13:27:44.049
1,2,948,56.34,2025-09-21 13:27:44.049
1,4,1326,18.93,2025-09-21 13:27:44.049
6,2,912,57.32,2025-09-21 13:30:28.429
12,3,1561,32.42,2025-09-21 13:30:28.429
9,3,1020,98.87,2025-09-21 13:30:28.429
10,1,1162,58.39,2025-09-21 13:30:28.429
12,4,451,38.63,2025-09-21 13:30:28.429
6,2,200,55.54,2025-09-21 13:30:28.429
1,4,1350,74.79,2025-09-21 13:30:28.429
1,4,421,67.25,2025-09-21 13:30:28.429
2,2,870,27.23,2025-09-21 13:30:28.429
8,1,761,7.57,2025-09-21 13:30:28.429
7,4,22,37.64,2025-09-21 13:30:28.429
10,1,1321,63.34,2025-09-21 13:30:28.429
3,4,78,21.81,2025-09-21 13:30:28.429
5,1,220,75.52,2025-09-21 13:30:28.429
6,3,690,7.59,2025-09-21 13:30:28.429
3,1,370,26.77,2025-09-21 13:30:28.429
5,4,1328,80.67,2025-09-21 13:30:28.429
12,4,1486,20.15,2025-09-21 13:30:28.429
11,2,1449,64.31,2025-09-21 13:30:28.429
3,1,1487,52.94,2025-09-21 13:30:28.429
5,2,1582,92.56,2025-09-21 13:30:28.429
8,1,657,27.07,2025-09-21 13:30:28.429
8,1,1259,7.53,2025-09-21 13:30:28.429
10,3,1582,73.77,2025-09-21 13:30:28.429
2,1,452,77.45,2025-09-21 13:30:28.429
8,2,885,90.87,2025-09-21 13:30:28.429
1,3,1347,93.27,2025-09-21 13:30:28.429
7,4,975,2.38,2025-09-21 13:30:28.429
10,1,1327,24.2,2025-09-21 13:30:28.429
10,2,385,62.06,2025-09-21 13:30:28.429
8,4,414,94.95,2025-09-21 13:30:28.429
7,2,64,95.07,2025-09-21 13:30:28.429
10,1,844,56.11,2025-09-21 13:30:28.429
2,3,1572,91.65,2025-09-21 13:30:28.429
1,1,950,64.52,2025-09-21 13:30:28.429
2,1,478,39.61,2025-09-21 13:30:28.429
9,1,546,49.11,2025-09-21 13:30:28.429
9,1,643,60.83,2025-09-21 13:30:28.429
4,2,1493,55.41,2025-09-21 13:30:28.429
11,3,1620,92.69,2025-09-21 13:30:28.429
10,1,1073,91.95,2025-09-21 13:30:28.429
9,2,1313,40.09,2025-09-21 13:30:28.429
8,1,254,96.36,2025-09-21 13:30:28.429
4,3,669,18.22,2025-09-21 13:30:28.429
7,4,56,13.51,2025-09-21 13:30:28.429
6,2,723,14.37,2025-09-21 13:30:28.429
2,3,1312,51.06,2025-09-21 13:30:28.429
10,1,1053,3.13,2025-09-21 13:30:28.429
4,1,223,94.85,2025-09-21 13:30:28.429
5,4,1355,82.88,2025-09-21 13:30:28.429
9,3,1161,2.49,2025-09-21 13:30:28.429
2,3,110,18.44,2025-09-21 13:30:28.429
12,3,1636,33.87,2025-09-21 13:30:28.429
11,1,1057,13.97,2025-09-21 13:30:28.429
5,2,1545,81.14,2025-09-21 13:30:28.429
1,3,1621,35.13,2025-09-21 13:30:28.429
4,3,974,94.07,2025-09-21 13:30:28.429
10,3,563,58.62,2025-09-21 13:30:28.429
3,3,592,88.0,2025-09-21 13:30:28.429
1,4,1194,84.63,2025-09-21 13:30:28.429
5,4,833,90.63,2025-09-21 13:30:28.429
10,1,1645,46.53,2025-09-21 13:30:28.429
3,3,1236,55.09,2025-09-21 13:30:28.429
8,4,25,80.06,2025-09-21 13:30:28.429
8,2,1138,29.29,2025-09-21 13:30:28.429
11,2,1003,49.54,2025-09-21 13:30:28.429
10,3,789,60.31,2025-09-21 13:30:28.429
9,1,45,2.54,2025-09-21 13:30:28.429
7,3,1296,59.75,2025-09-21 13:30:28.429
10,1,1695,43.93,2025-09-21 13:30:28.429
4,3,476,80.93,2025-09-21 13:30:28.429
8,2,911,32.21,2025-09-21 13:30:28.429
8,2,1524,89.4,2025-09-21 13:30:28.429
5,2,1812,58.21,2025-09-21 13:30:28.429
12,3,1276,19.22,2025-09-21 13:30:28.429
6,2,667,79.0,2025-09-21 13:30:28.429
10,2,236,61.59,2025-09-21 13:30:28.429
4,1,87,6.34,2025-09-21 13:30:28.429
7,3,392,42.6,2025-09-21 13:30:28.429
9,1,740,68.23,2025-09-21 13:30:28.429
1,4,1078,91.94,2025-09-21 13:30:28.429
3,2,1456,1.04,2025-09-21 13:30:28.429
11,1,879,97.7,2025-09-21 13:30:28.429
8,2,445,38.28,2025-09-21 13:30:28.429
8,2,1780,97.4,2025-09-21 13:30:28.429
10,4,291,60.87,2025-09-21 13:30:28.429
8,1,101,83.06,2025-09-21 13:30:28.429
4,2,741,57.9,2025-09-21 13:30:28.429
11,4,1825,63.18,2025-09-21 13:30:28.429
1,2,452,29.27,2025-09-21 13:30:28.429
9,2,793,59.1,2025-09-21 13:30:28.429
8,3,1748,75.25,2025-09-21 13:30:28.429
8,2,230,85.97,2025-09-21 13:30:28.429
2,1,1631,75.75,2025-09-21 13:30:28.429
2,1,167,70.11,2025-09-21 13:30:28.429
4,4,688,86.58,2025-09-21 13:30:28.429
1,3,1256,32.95,2025-09-21 13:30:28.429
9,2,902,67.41,2025-09-21 13:30:28.429
7,1,80,45.64,2025-09-21 13:30:28.429
5,4,1600,38.83,2025-09-21 13:30:28.429
9,2,1315,17.28,2025-09-21 13:30:34.595
9,4,977,45.57,2025-09-21 13:30:34.595
7,4,299,71.09,2025-09-21 13:30:34.595
12,2,1585,77.98,2025-09-21 13:30:34.595
3,4,549,77.93,2025-09-21 13:30:34.595
12,2,535,50.78,2025-09-21 13:30:34.595
9,1,20,95.72,2025-09-21 13:30:34.595
8,1,1120,33.86,2025-09-21 13:30:34.595
3,3,1070,48.66,2025-09-21 13:30:34.595
2,3,10,75.09,2025-09-21 13:30:34.595
12,2,150,85.93,2025-09-21 13:30:34.595
6,4,421,42.03,2025-09-21 13:30:34.595
11,2,755,85.02,2025-09-21 13:30:34.595
5,4,936,45.01,2025-09-21 13:30:34.595
5,3,1001,71.86,2025-09-21 13:30:34.595
6,2,1512,1.84,2025-09-21 13:30:34.595
8,3,1364,3.49,2025-09-21 13:30:34.595
4,4,1020,94.1,2025-09-21 13:30:34.595
7,4,1061,11.11,2025-09-21 13:30:34.595
5,4,359,66.53,2025-09-21 13:30:34.595
11,4,20,29.04,2025-09-21 13:30:34.595
12,1,1209,20.88,2025-09-21 13:30:34.595
4,4,393,39.45,2025-09-21 13:30:34.595
8,3,1405,92.66,2025-09-21 13:30:34.595
7,4,719,57.46,2025-09-21 13:30:34.595
11,2,1074,91.75,2025-09-21 13:30:34.595
2,1,1076,70.52,2025-09-21 13:30:34.595
11,3,116,50.62,2025-09-21 13:30:34.595
4,4,196,51.1,2025-09-21 13:30:34.595
6,4,1104,22.66,2025-09-21 13:30:34.595
9,1,899,1.46,2025-09-21 13:30:34.595
5,3,1303,42.37,2025-09-21 13:30:34.595
7,1,262,56.77,2025-09-21 13:30:34.595
4,3,1158,87.78,2025-09-21 13:30:34.595
10,2,723,68.08,2025-09-21 13:30:34.595
3,1,358,84.39,2025-09-21 13:30:34.595
1,1,1374,92.69,2025-09-21 13:30:34.595
5,4,141,94.17,2025-09-21 13:30:34.595
3,4,221,81.79,2025-09-21 13:30:34.595
5,3,391,14.01,2025-09-21 13:30:34.595
11,3,1650,35.32,2025-09-21 13:30:34.595
2,2,45,21.64,2025-09-21 13:30:34.595
8,4,518,86.87,2025-09-21 13:30:34.595
9,2,913,79.44,2025-09-21 13:30:34.595
3,2,1734,35.55,2025-09-21 13:30:34.595
11,3,831,57.34,2025-09-21 13:30:34.595
10,2,411,80.71,2025-09-21 13:30:34.595
9,4,1364,83.48,2025-09-21 13:30:34.595
8,4,614,21.37,2025-09-21 13:30:34.595
2,3,154,73.34,2025-09-21 13:30:34.595
7,1,1150,80.54,2025-09-21 13:30:34.595
9,4,549,5.27,2025-09-21 13:30:34.595
11,2,1680,11.61,2025-09-21 13:30:34.595
6,1,726,44.07,2025-09-21 13:30:34.595
10,1,275,22.87,2025-09-21 13:30:34.595
10,3,1815,88.18,2025-09-21 13:30:34.595
10,4,606,72.25,2025-09-21 13:30:34.595
11,2,1295,71.59,2025-09-21 13:30:34.595
4,4,65,77.22,2025-09-21 13:30:34.595
1,3,88,33.74,2025-09-21 13:30:34.595
12,3,1826,23.63,2025-09-21 13:30:34.595
1,3,1383,63.01,2025-09-21 13:30:34.595
11,4,1608,42.03,2025-09-21 13:30:34.595
3,1,97,93.74,2025-09-21 13:30:34.595
9,4,498,64.6,2025-09-21 13:30:34.595
11,1,1107,39.3,2025-09-21 13:30:34.595
9,2,990,85.66,2025-09-21 13:30:34.595
3,4,80,38.7,2025-09-21 13:30:34.595
10,3,925,18.65,2025-09-21 13:30:34.595
7,3,1429,78.38,2025-09-21 13:30:34.595
6,2,859,47.75,2025-09-21 13:30:34.595
7,3,1233,26.69,2025-09-21 13:30:34.595
7,2,775,69.55,2025-09-21 13:30:34.595
7,4,423,98.07,2025-09-21 13:30:34.595
4,4,1433,25.38,2025-09-21 13:30:34.595
9,2,254,79.23,2025-09-21 13:30:34.595
3,1,903,76.47,2025-09-21 13:30:34.595
2,4,1722,12.88,2025-09-21 13:30:34.595
5,2,754,84.05,2025-09-21 13:30:34.595
9,1,1366,46.71,2025-09-21 13:30:34.595
2,4,106,13.45,2025-09-21 13:30:34.595
7,3,677,54.1,2025-09-21 13:30:34.595
10,1,234,30.35,2025-09-21 13:30:34.595
6,4,64,18.4,2025-09-21 13:30:34.595
2,4,1129,8.84,2025-09-21 13:30:34.595
3,2,724,20.69,2025-09-21 13:30:34.595
5,4,1541,43.53,2025-09-21 13:30:34.595
11,2,765,64.54,2025-09-21 13:30:34.595
8,4,635,9.65,2025-09-21 13:30:34.595
7,4,1532,71.86,2025-09-21 13:30:34.595
12,4,1792,11.07,2025-09-21 13:30:34.595
5,1,976,18.38,2025-09-21 13:30:34.595
6,2,1648,71.62,2025-09-21 13:30:34.595
11,1,1525,88.64,2025-09-21 13:30:34.595
9,4,40,98.33,2025-09-21 13:30:34.595
11,3,191,65.64,2025-09-21 13:30:34.595
4,2,1110,48.3,2025-09-21 13:30:34.595
12,2,1794,9.69,2025-09-21 13:30:34.595
1,2,948,56.34,2025-09-21 13:30:34.595
1,4,1326,18.93,2025-09-21 13:30:34.595
11,1,829,80.21,2025-09-21 13:30:39.947
9,4,33,72.24,2025-09-21 13:30:39.947
10,2,1496,60.65,2025-09-21 13:30:39.947
4,1,345,23.91,2025-09-21 13:30:39.947
9,1,1405,44.92,2025-09-21 13:30:39.947
9,2,342,64.66,2025-09-21 13:30:39.947
1,2,1332,78.46,2025-09-21 13:30:39.947
6,4,1115,79.58,2025-09-21 13:30:39.947
4,4,208,38.71,2025-09-21 13:30:39.947
11,1,349,41.38,2025-09-21 13:30:39.947
12,1,1804,11.46,2025-09-21 13:30:39.947
10,4,1783,44.46,2025-09-21 13:30:39.947
10,4,1514,85.57,2025-09-21 13:30:39.947
11,1,765,96.97,2025-09-21 13:30:39.947
6,3,18,72.29,2025-09-21 13:30:39.947
8,1,436,41.6,2025-09-21 13:30:39.947
7,1,840,14.78,2025-09-21 13:30:39.947
1,1,14,3.19,2025-09-21 13:30:39.947
5,1,608,23.02,2025-09-21 13:30:39.947
8,1,965,36.32,2025-09-21 13:30:39.947
9,1,1024,78.49,2025-09-21 13:30:39.947
11,4,735,45.49,2025-09-21 13:30:39.947
2,4,64,48.22,2025-09-21 13:30:39.947
11,1,1322,52.11,2025-09-21 13:30:39.947
7,1,14,37.48,2025-09-21 13:30:39.947
3,3,1633,26.98,2025-09-21 13:30:39.947
3,4,729,80.48,2025-09-21 13:30:39.947
2,3,1085,90.18,2025-09-21 13:30:39.947
4,2,1445,36.75,2025-09-21 13:30:39.947
11,4,696,88.52,2025-09-21 13:30:39.947
6,2,235,31.31,2025-09-21 13:30:39.947
9,3,1721,29.09,2025-09-21 13:30:39.947
2,1,1750,22.08,2025-09-21 13:30:39.947
11,2,1223,42.61,2025-09-21 13:30:39.947
9,3,1368,13.46,2025-09-21 13:30:39.947
12,4,477,99.3,2025-09-21 13:30:39.947
8,3,13,43.92,2025-09-21 13:30:39.947
9,4,925,62.05,2025-09-21 13:30:39.947
12,4,368,97.93,2025-09-21 13:30:39.947
2,1,1647,30.04,2025-09-21 13:30:39.947
12,3,395,45.98,2025-09-21 13:30:39.947
1,2,908,40.42,2025-09-21 13:30:39.947
6,3,36,79.07,2025-09-21 13:30:39.947
5,1,214,62.13,2025-09-21 13:30:39.947
2,4,221,59.56,2025-09-21 13:30:39.947
6,4,818,13.34,2025-09-21 13:30:39.947
5,2,1097,4.06,2025-09-21 13:30:39.947
8,2,218,23.98,2025-09-21 13:30:39.947
7,4,1059,2.26,2025-09-21 13:30:39.947
1,1,1292,28.19,2025-09-21 13:30:39.947
1,1,602,94.25,2025-09-21 13:30:39.947
10,1,1529,28.4,2025-09-21 13:30:39.947
3,1,1498,8.5,2025-09-21 13:30:39.947
5,1,700,28.16,2025-09-21 13:30:39.947
6,4,901,98.62,2025-09-21 13:30:39.947
9,2,1622,42.84,2025-09-21 13:30:39.947
9,4,1246,73.29,2025-09-21 13:30:39.947
8,1,1793,61.9,2025-09-21 13:30:39.947
6,1,1119,18.89,2025-09-21 13:30:39.947
2,1,1710,74.64,2025-09-21 13:30:39.947
2,1,968,37.18,2025-09-21 13:30:39.947
2,3,866,77.9,2025-09-21 13:30:39.947
6,1,227,79.54,2025-09-21 13:30:39.947
6,4,150,63.8,2025-09-21 13:30:39.947
8,1,1187,76.3,2025-09-21 13:30:39.947
11,2,1787,64.17,2025-09-21 13:30:39.947
12,3,1775,65.86,2025-09-21 13:30:39.947
5,3,1566,1.05,2025-09-21 13:30:39.947
4,1,427,53.61,2025-09-21 13:30:39.947
12,2,776,18.68,2025-09-21 13:30:39.947
1,1,1759,77.14,2025-09-21 13:30:39.947
1,4,1695,3.48,2025-09-21 13:30:39.947
1,4,1357,7.52,2025-09-21 13:30:39.947
1,2,1527,33.3,2025-09-21 13:30:39.947
3,3,1192,58.81,2025-09-21 13:30:39.947
3,2,946,10.96,2025-09-21 13:30:39.947
12,2,246,50.69,2025-09-21 13:30:39.947
8,1,1256,80.3,2025-09-21 13:30:39.947
1,2,1709,7.97,2025-09-21 13:30:39.947
6,3,278,84.05,2025-09-21 13:30:39.947
1,1,95,69.34,2025-09-21 13:30:39.947
2,4,554,13.29,2025-09-21 13:30:39.947
5,1,1736,53.83,2025-09-21 13:30:39.947
2,1,733,84.6,2025-09-21 13:30:39.947
3,2,1059,62.12,2025-09-21 13:30:39.947
3,3,656,99.46,2025-09-21 13:30:39.947
5,1,279,34.08,2025-09-21 13:30:39.947
11,1,293,84.58,2025-09-21 13:30:39.947
9,3,1627,41.22,2025-09-21 13:30:39.947
1,1,565,85.81,2025-09-21 13:30:39.947
12,1,1290,79.84,2025-09-21 13:30:39.947
11,3,404,11.47,2025-09-21 13:30:39.947
7,1,326,71.82,2025-09-21 13:30:39.947
1,3,439,83.16,2025-09-21 13:30:39.947
5,2,27,63.84,2025-09-21 13:30:39.947
12,1,1700,34.69,2025-09-21 13:30:39.947
2,1,437,19.94,2025-09-21 13:30:39.947
6,2,1763,57.07,2025-09-21 13:30:39.947
2,3,300,3.68,2025-09-21 13:30:39.947
9,4,888,6.24,2025-09-21 13:30:39.947
